Record Id,Provider No,PROPCO Owner Type,Affiliated Entity Name,Description,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497206,39A437,"Government (Vet, County)",,No ownership data,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497208,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497209,new34,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497210,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497211,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497213,345039,Private Owner 11-50,LIBERTY SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497216,445517,REIT,NATIONAL HEALTHCARE CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497217,345566,,PRUITTHEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497218,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497219,115724,Non Profit,"HEALTH SCHOLARSHIPS, INC.",Owned/Operated by Ethica,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497220,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497221,425415,Private Owner 11-50,SPRENGER HEALTH CARE SYSTEMS,Neil Ramsey Owns- Sprenger Healthcare Systems operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497222,115570,Institutional Owner >50,LIFE CARE CENTERS OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497223,425057,Hospital Owned,,Self Regional Healthcare acq. from Alan Hughs end of 2023,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497224,195464,Private Owner <2,,Karon Cook = President / John Guidry = VP,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497225,195563,Private Owner 2-10,ELDER OUTREACH NURSING & REHABILITATION,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497226,195544,,EXTENDED CARE ASSOCIATES,DAVID STALLARD OWNS AND JIM LEE IS HIS ADVISOR.bebee operates.,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497227,195426,,ELDER OUTREACH NURSING & REHABILITATION,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497228,195564,Private Owner 11-50,CENTRAL MANAGEMENT COMPANY,"Benjamin Gains = RA / All Therapy Management, LLC

Teddy Price owns/operates?",,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497229,495245,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497230,495334,,SABER HEALTHCARE GROUP,saber bought from smith packet 10/02/2020 for 5.2,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497231,135077,,THE ENSIGN GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497232,135090,,CASCADIA HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497233,135079,,CASCADIA HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497234,135119,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497235,135123,,LIFE CARE CENTERS OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497236,135038,,LIFE CARE CENTERS OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497237,135125,,THE ENSIGN GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497238,135085,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497239,135098,,EDURO HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497240,135139,,SUNTERRA SPRINGS,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497241,135114,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497242,135130,,ADVANCED HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497243,135131,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497244,165501,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497245,165237,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497246,265247,Private Owner 2-10,JUCKETTE FAMILY HOMES,Operations: Joyce Juckette (68%),,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497247,265198,"Government (Vet, County)",,Built new facility in 2015,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497248,165383,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497249,185052,,SIGNATURE HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497250,375333,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497256,395798,REIT,TRANSITIONS HEALTHCARE,Omega owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497257,146111,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497258,395721,REIT,,Welltower owns / Paramount Senior Living operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497259,395108,Non Profit,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497260,155747,Hospital Owned,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497262,395733,Private Equity Owned,GENESIS HEALTHCARE,Zamir owns // Genesis operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497263,155707,Non Profit,ADAMS COUNTY MEMORIAL HOSPITAL,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497264,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497265,366143,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497266,146035,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497268,145800,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497269,395647,Non Profit,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497270,065383,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497271,145643,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497275,146163,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497276,145773,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497277,145726,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497279,155473,Institutional Owner >50,ENVIVE HEALTHCARE,stan sold from magnolia to cheplowtz. 08-2021,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497281,365906,,CONTINUING HEALTHCARE SOLUTIONS,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497282,395247,Institutional Owner >50,PRIORITY HEALTHCARE GROUP,GPH owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497283,165285,,CARE INITIATIVES,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497389,146143,,IGNITE MEDICAL RESORTS,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497390,145457,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497392,365586,REIT,SABER HEALTHCARE GROUP,Omega owns // Saber operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497394,255226,,NEXION HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497395,285072,Non Profit,EVANGELICAL GOOD SAMARITAN SOCIETY,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497396,285167,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497397,255173,REIT,CONSULATE HEALTH CARE/INDEPENDENCE LIVING CENTERS/NSPIRE HEALTHCARE/RAYDIANT HEALTH CARE,Omega owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497398,255169,Institutional Owner >50,BEEBE FAMILY,Chance Evans owns ~ Beebe operates/manages,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497399,285166,REIT,ARBORETA HEALTHCARE,Omega owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497400,525351,,COMPLETE CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497401,355042,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497402,505282,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497403,505255,Private Owner 11-50,CALDERA CARE,Raphael Oscherowitz = Member on Propco,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497405,425145,Institutional Owner >50,PRUITTHEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497406,425320,REIT,NATIONAL HEALTHCARE CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497407,1385 SI 29803,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497408,108 GR 29801,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497409,425014,Private Owner 2-10,CARLYLE SENIOR CARE,carlyle bought from richard cook 08-2024,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497410,425311,Private Equity Owned,PACS GROUP,Michael Zamir owns // PACS operate,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497411,105 N 29841,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497412,128 WA 29860,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497413,213 LA 29801,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497414,425308,Private Owner 11-50,VENZA CARE MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497415,425296,Institutional Owner >50,PRUITTHEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497416,245119,,ST. FRANCIS HEALTH SERVICES,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497417,245363,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497418,105434,,GOLD FL TRUST II,GOLD FL TRUST II as of 03-05-2025,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497419,105638,,SHERMAN FAMILY,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497420,1415 FO 32606,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497421,105193,,GOLD FL TRUST II,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497422,105571,,PALM GARDEN HEALTH AND REHABILITATION CENTER,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497423,106046,,GOLD FL TRUST II,Fletcher Plaza Llc-- Check developers.,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497424,201 NE 32643,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497425,105460,,ASPIRE HEALTH GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497426,106095,,GOLD FL TRUST II,jack shelby operates for TL,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497427,2680 SW 32608,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497428,4601 N. 32606,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497429,1001 SW 32607,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497430,8000 NW 32606,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497431,106066,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497432,105664,,SIMCHA HYMAN & NAFTALI ZANZIPER,Omega and signature sold to symcha,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497435,4607 NW 32606-4357,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497436,345235,Non Profit,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497437,501 Bl 27244,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497438,118 Al 27215,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497439,345545,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497440,345420,,MEDICAL FACILITIES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497441,1670 We 27215,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497442,3615 So 27215,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497443,345301,Private Owner 11-50,WHITE OAK MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497444,3619 So 27215,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497445,2766 Gr 27215-8100,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497446,345363,Private Owner <2,,"Sold June 2023 to LeoTerra
Todd Nunn Operates",,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497447,345091,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497448,345337,Private Owner 2-10,"PEAK RESOURCES, INC.",Deborah Nunn = Owner / Peak Resources Operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497449,345496,Private Owner 11-50,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497451,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497461,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497484,,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497593,555486,,BRIUS MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497594,555879,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497595,555851,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497596,555381,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497597,555067,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497598,555254,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497599,555466,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497600,555570,,ASPEN SKILLED HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497601,555189,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497602,555418,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497603,555855,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497604,555461,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497605,555399,,LINKS HEALTHCARE GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497606,555082,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497607,555398,,WINDSOR,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497608,555779,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497609,555809,,PACS GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497610,555335,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497611,555819,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497612,555499,,RENEW HEALTH CONSULTING SERVICES,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497613,555448,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497614,555313,,BRIUS MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497615,555341,,LINKS HEALTHCARE GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497616,555533,,MARINER HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497617,555843,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497618,555358,,MARINER HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497619,555113,,ASPEN SKILLED HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497620,555767,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497621,555761,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497622,555868,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497623,555016,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497624,555611,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497625,555872,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497626,555842,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497629,335425,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497630,335540,,THE GRAND HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497631,335553,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497632,335465,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497633,335627,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497634,335735,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497635,535035,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497636,535043,,STELLAR SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497637,335812,,UPSTATE SERVICES GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497638,335767,,TRINITY HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497639,335860,,TRINITY HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497640,335128,,TRINITY HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497641,335830,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497642,335697,,TRINITY HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497643,495326,,SABER HEALTHCARE GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497644,495254,,SUNRISE SENIOR LIVING,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497645,495225,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497646,495377,,CIENA HEALTHCARE/LAUREL HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497647,495178,,MEDICAL FACILITIES OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497648,235543,,ATRIUM CENTERS,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497649,235628,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497651,255232,REIT,NEXION HEALTH,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497652,255110,Private Owner 2-10,MISSISSIPPI CARE CENTER,owned by MS Care Centers / Operated by Harold Beebe & H&R,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497653,350 Sc 28681-2340,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497654,146002,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497655,668 Wo 28681,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497656,3032 N. 28681,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497657,345247,Private Owner <2,CCH HEALTHCARE,sold to barry 12-23 for 19 million.  has a lot of traches.,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497658,495057,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497659,495288,REIT,,No CMS data available as of 05-28-2024,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497660,495203,,MARQUIS HEALTH SERVICES,No CMS data available ~ sold (Dec. 2022),,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497661,495019,,MARQUIS HEALTH SERVICES,cambridge sold to tryko,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497662,375475,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497663,235410,,MEDILODGE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497664,165240,Non Profit,EVANGELICAL GOOD SAMARITAN SOCIETY,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497665,165239,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497666,165259,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497667,165338,,ABCM CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497668,235378,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497669,235313,,CIENA HEALTHCARE/LAUREL HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497670,235264,,CIENA HEALTHCARE/LAUREL HEALTH CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497671,235471,,LIFE CARE CENTERS OF AMERICA,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497672,235213,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497673,235447,,SIMCHA HYMAN & NAFTALI ZANZIPER,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497674,215277,Private Owner 2-10,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497675,335661,,MAYER FAMILY,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497676,215307,Private Owner <2,,"LAUDER, BARBARA	13%
LAUDER, DAVID	25%
LAUDER, GEORGE	13%
METZ, JEFFERY	25%
RAINES, TROY	25%",,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497677,215115,Institutional Owner >50,STERLING CARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497678,335641,,PERSONAL HEALTHCARE MANAGEMENT,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497679,215073,Private Owner 2-10,,"NMJ HOLDINGS LLC	11%
FRIEDLAND, MOSHE	7%
FRIEDLAND, SHALOM	68%",,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497680,215055,REIT,COMMUNICARE HEALTH,Ventas owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497681,215230,Private Owner 11-50,FUNDAMENTAL HEALTHCARE,Tryko owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497682,215244,Private Owner 11-50,FUNDAMENTAL HEALTHCARE,Tryko owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497683,215240,Private Owner 11-50,FUNDAMENTAL HEALTHCARE,Tryko owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497684,335364,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497685,335210,,UPSTATE SERVICES GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497686,495141,,TRIO HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497687,345261,,SIMCHA HYMAN & NAFTALI ZANZIPER,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497688,495360,,COMMONWEALTH CARE OF ROANOKE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497689,495221,,KISSITO HEALTHCARE,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497690,396118,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497691,395670,Private Owner 11-50,WECARE CENTERS,Ari Grinspan acq. from GPH,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497796,395146,Non Profit,UPMC SENIOR COMMUNITIES,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497797,396040,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497798,395011,Private Owner 11-50,,CareRite owns/operates,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497799,395391,Non Profit,BONCREST RESOURCE GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497800,395538,Private Owner 11-50,EPHRAM LAHASKY,Kadima acq. from Morty (Pa bk),,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497801,395561,Non Profit,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497802,395719,Institutional Owner >50,SABER HEALTHCARE GROUP,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497803,396116,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497804,395873,Non Profit,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497805,396110,,,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497806,395620,REIT,EPHRAM LAHASKY,Kadima acq. PA bk,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497807,396059,Non Profit,CONCORDIA LUTHERAN MINISTRIES,,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497808,396066,REIT,GENESIS HEALTHCARE,Welltower owns,,,,,,,,,,,,,,,,,,,,,,,
zcrm_4594564000000497809,395666,,POLLAK HOLDINGS,CNF owner,,,,,,,,,,,,,,,,,,,,,,,
