state,provider_number,facility_name,daily_rate,effective_date,city
FL,43871,Aspire at Lake Mary,271.36,2025-10-01,LAKE MARY
FL,61140,Aspire at Lakeside Oaks,296.44,2025-10-01,DUNEDIN
FL,43880,Aspire at North Florida,276.63,2025-10-01,GAINESVILLE
FL,80400,Aspire at North Fort Myers,265.24,2025-10-01,NORTH FORT MYERS
FL,43860,Aspire at Oakfield,302.68,2025-10-01,
FL,1108695,Aspire at Oldsmar,273.00,2025-10-01,
FL,80402,Aspire at Orange Park,305.82,2025-10-01,ORANGE PARK
FL,43847,Aspire at Palm Bay,293.18,2025-10-01,PALM BAY
FL,43859,Aspire at Palma Sola Bay,280.81,2025-10-01,BRADENTON
FL,1108699,Aspire at Ridge Haven,268.41,2025-10-01,NEW PORT RICHEY
FL,59869,Aspire at Rosewood,255.81,2025-10-01,
FL,43861,Aspire at Saint Lucie,307.80,2025-10-01,FORT PIERCE
FL,61102,Aspire at San Jose,299.56,2025-10-01,JACKSONVILLE
FL,1108709,Aspire at Sand Key,249.69,2025-10-01,CLEARWATER
FL,43877,Aspire at Sarasota,279.05,2025-10-01,
FL,80409,Aspire at Seminole,275.14,2025-10-01,
FL,59852,Aspire at Shoal Creek,237.20,2025-10-01,CRESTVIEW
FL,43843,Aspire at South Daytona,275.03,2025-10-01,SOUTH DAYTONA
FL,59877,Aspire at Spring Hill,242.54,2025-10-01,BROOKSVILLE
FL,43853,Aspire at St. Cloud,258.72,2025-10-01,
FL,43833,Aspire at Tallahassee,291.23,2025-10-01,TALLAHASSEE
FL,43862,Aspire at The Bay,269.91,2025-10-01,
FL,80428,Aspire at the Gardens - Tallahassee,326.06,2025-10-01,TALLAHASSEE
FL,80406,Aspire at The Harbor,252.13,2025-10-01,SAFETY HARBOR
FL,1108440,Aspire at the Palms,305.62,2025-10-01,
FL,43873,Aspire at the Sea - Harbor Beach,288.07,2025-10-01,FT LAUDERDALE
FL,43863,Aspire at the Sea - Pasadena,306.25,2025-10-01,SOUTH PASADENA
FL,61107,Aspire at the Sea - Pompano Beach,295.57,2025-10-01,POMPANO BEACH
FL,60993,Aspire at University Hills,247.48,2025-10-01,PENSACOLA
FL,43835,Aspire at Venice,267.85,2025-10-01,NEW PORT RICHEY
FL,47787,Aspire at West Palm Beach,300.35,2025-10-01,WEST PALM BEACH
FL,59873,Aspire on Evans,275.71,2025-10-01,FORT MYERS
FL,43848,Aspire on Santa Barbara,303.21,2025-10-01,CAPE CORAL
FL,103165,Astoria Health and Rehabilitation Center,323.67,2025-10-01,WINTER HAVEN
FL,250995,Athens Post Acute,260.06,2025-10-01,DELAND
FL,263389,Atlantic Shores Nursing And Rehab Center,314.62,2025-10-01,MELBOURNE
FL,210676,"Avante at Boca Raton, Inc.",323.18,2025-10-01,BOCA RATON
FL,203220,Avante at Inverness,310.62,2025-10-01,INVERNESS
FL,203238,"Avante at Lake Worth, Inc.",348.07,2025-10-01,LAKE WORTH
FL,203122,Avante at Leesburg,289.94,2025-10-01,LEESBURG
FL,252018,Avante At Melbourne Inc,316.52,2025-10-01,MELBOURNE
FL,252042,Avante at Mt. Dora Inc.,310.86,2025-10-01,MOUNT DORA
FL,5701,Avante at Ocala Inc,308.07,2025-10-01,OCALA
FL,223808,Avante At Orlando Inc.,305.42,2025-10-01,ORLANDO
FL,252034,Avante At Ormond Beach Inc.,305.06,2025-10-01,ORMOND BEACH
FL,259870,"Avante at St. Cloud, Inc.",301.90,2025-10-01,SAINT CLOUD
FL,200913,Avante Villa At Jacksonville Beach Inc,321.42,2025-10-01,JACKSONVILLE BEACH
FL,200107,Aventura at the Bay,284.65,2025-10-01,SAINT PETERSBURG
FL,1030069,Aventura Rehab and Nursing Center,354.03,2025-10-01,N MIAMI BEACH
FL,227871,Ayers Health and Rehabilitation Center,306.83,2025-10-01,TRENTON
FL,96150,Azalea Trace,291.98,2025-10-01,PENSACOLA
FL,80436,Azure Shores Rehab,311.07,2025-10-01,MIAMI
FL,1087765,Balanced Healthcare,270.18,2025-10-01,SAINT PETERSBURG
FL,140648,Bartow Center,299.87,2025-10-01,BARTOW
FL,86990,Bartram Crossing,327.67,2025-10-01,JACKSONVILLE
FL,17225,Bay Breeze Senior Living And Rehabilitation Center,322.42,2025-10-01,GULF BREEZE
FL,263834,Bay Pointe Nursing Pavilion,313.16,2025-10-01,SAINT PETERSBURG
FL,18777,Bay Village of Sarasota,260.23,2025-10-01,SARASOTA
FL,92681,Baya Pointe Nursing and Rehabilitation Center,301.07,2025-10-01,LAKE CITY
FL,263575,Bayshore Pointe Nursing And Rehab Center,309.84,2025-10-01,TAMPA
FL,161804,Bayside Care Center and Rehab,328.25,2025-10-01,PENSACOLA
FL,17221,Bayside Health and Rehabilitation Center,290.75,2025-10-01,PENSACOLA
FL,260444,Bayview Center,307.82,2025-10-01,EUSTIS
FL,80432,Beach Breeze Rehab and Care Center,337.86,2025-10-01,WEST PALM BEACH
FL,1065707,Beach Street Health and Rehabilitation Center,302.21,2025-10-01,DAYTONA BEACH
FL,226351,Beachside Center for Rehabilitation and Nursing,311.11,2025-10-01,NEW SMYRNA BEACH
FL,228567,Bear Creek Nursing Center,318.41,2025-10-01,HUDSON
FL,59866,Bedrock Rehabilitation and Nursing Center at Island,297.84,2025-10-01,LAKELAND
FL,5851,Bedrock Rehabilitation and Nursing Center at Lake Eustis,303.93,2025-10-01,EUSTIS
FL,5519,Bedrock Rehabilitation and Nursing Center at Melbourne,303.68,2025-10-01,MELBOURNE
FL,43850,Bedrock Rehabilitation and Nursing Center at Orlando South,254.02,2025-10-01,ORLANDO
FL,5387,Bedrock Rehabilitation and Nursing Center at Suwannee,283.43,2025-10-01,LAKELAND
FL,61109,Bedrock Rehabilitation and Nursing Center at Vista Manor,263.63,2025-10-01,TITUSVILLE
FL,43867,Bedrock Rehabilitation and Nursing Center at Wedgewood,320.40,2025-10-01,LAKELAND
FL,43868,Bedrock Rehabilitation and Nursing Center at West Volusia,260.71,2025-10-01,DELTONA
FL,264521,Belleair Health Care Center,307.74,2025-10-01,CLEARWATER
FL,33717,Benderson Family Skilled Nursing and Rehabilitation Center,285.71,2025-10-01,SARASOTA
FL,325490,Birchwood Health and Rehabilitation Center,318.91,2025-10-01,SARASOTA
FL,254291,Biscayne Health and Rehabilitation Center,349.73,2025-10-01,NORTH MIAMI
FL,1160809,Blountstown Health and Rehabilitation Center,277.87,2025-10-01,BLOUNTSTOWN
FL,1105166,Blue Heron Health and Rehabilitation,320.13,2025-10-01,WESLEY CHAPEL
FL,250993,Blue Lake Post Acute,279.83,2025-10-01,DELAND
FL,1212771,Blue Palms Health and Rehabilitation Center of Daytona Beach,327.69,2025-10-01,DAYTONA BEACH
FL,212792,Blue Palms Health and Rehabilitation Center of DeLand,331.20,2025-10-01,DELAND
FL,143762,Boca Ciega Center,308.16,2025-10-01,GULFPORT
FL,11997,Boca Circle Rehabilitation Center,344.06,2025-10-01,BOCA RATON
FL,325368,Boca Del Mar Nursing and Rehab Center,322.83,2025-10-01,VIERA
FL,263842,Boca Raton Rehabilitation Center,280.19,2025-10-01,BOCA RATON
FL,263443,Bonifay Nursing And Rehab Center,288.97,2025-10-01,BONIFAY
FL,263613,Boulevard Rehabilitation Center,310.64,2025-10-01,BOYNTON BEACH
FL,263460,Boynton Beach Rehabilitation Center,310.25,2025-10-01,BOYNTON BEACH
FL,73324,"Braden River Rehabilitation Center, LLC",299.32,2025-10-01,BRADENTON
FL,80391,Breezy Hills Rehab and Care Center,269.50,2025-10-01,LAKELAND
FL,260371,Bridgeview Center,303.11,2025-10-01,ORMOND BEACH
FL,1128679,"Bridgewalk on Harden Health and Rehabilitation, LLC",339.94,2025-10-01,LAKELAND
FL,229220,Bridgewater Park Health and Rehabilitation Center,327.83,2025-10-01,OCALA
FL,319244,Brookedale Palmer Ranch SNF,303.66,2025-10-01,SARASOTA
FL,228958,Brooksville Healthcare Center,310.31,2025-10-01,BROOKSVILLE
FL,324418,Brookwood Gardens Rehabilitation and Nursing Center,324.57,2025-10-01,FORT PIERCE
FL,226335,Broward Nursing and Rehabilitation Center,318.29,2025-10-01,FORT LAUDERDALE
FL,26536,Broward Oaks Nursing and Rehabilitation,328.02,2025-10-01,PLANTATION
FL,1085913,Brynwood Health and Rehabilitation Center,307.75,2025-10-01,MONTICELLO
FL,1147494,Buffalo Crossing Healthcare and Rehabilitation Center,312.83,2025-10-01,THE VILLAGES
FL,325473,Capri Health and Rehabilitation Center,314.47,2025-10-01,VENICE
FL,22138,Carlton Shores Healthcare and Rehabilitation Center,351.11,2025-10-01,DAYTONA BEACH
FL,101959,Carrington Place of St. Pete,273.87,2025-10-01,ST PETERSBURG
FL,263877,Carrollwood Care Center,314.10,2025-10-01,TAMPA
FL,263885,Casa Mora Rehabilitation and Extended Care,288.21,2025-10-01,BRADENTON
FL,1080823,Cedar Hill Nursing and Rehab Center,273.03,2025-10-01,JACKSONVILLE
FL,325325,Cedarbrook Health and Rehabilitation Center,312.25,2025-10-01,FORT MYERS
FL,264563,Centre Pointe Health and Rehab Center,323.37,2025-10-01,TALLAHASSEE
FL,1052140,Century Center for Rehabilitation and Healing,324.89,2025-10-01,CENTURY
FL,324477,Charlotte Bay Rehab and Care Center,313.13,2025-10-01,PORT CHARLOTTE
FL,80393,Charming Lakes Rehab,317.46,2025-10-01,LAKELAND
FL,1065544,Chatham Glen Healthcare and Rehabilitation Center,330.08,2025-10-01,THE VILLAGES
FL,324361,Chautauqua Springs Health Center,313.84,2025-10-01,DEFUNIAK SPRINGS
FL,5383,Chipola Health And Rehabilitation Center,285.52,2025-10-01,MARIANNA
FL,147578,Citrus Health and Rehabilitation Center,311.97,2025-10-01,INVERNESS
FL,208507,Claridge House Nursing and Rehabilitation Center,316.29,2025-10-01,NORTH MIAMI
FL,140643,Clearwater Center,309.55,2025-10-01,CLEARWATER
FL,221465,Clermont Health and Rehabilitation Center,303.18,2025-10-01,CLERMONT
FL,1085670,Coastal Health and Rehabilitation Center,314.62,2025-10-01,DAYTONA BEACH
FL,1123562,"Colonial Skilled Nursing Facility, LLC",307.40,2025-10-01,WEST PALM BEACH
FL,103425,Community Convalescent Center,304.62,2025-10-01,PLANT CITY
FL,98972,Community Health and Rehabilitation Center,308.85,2025-10-01,PANAMA CITY
FL,251666,Concordia Manor,297.40,2025-10-01,ST PETERSBURG
FL,242673,Concordia Village of Tampa,298.08,2025-10-01,TAMPA
FL,80384,Consulate Health Care of Jacksonville,315.81,2025-10-01,
FL,264512,Conway Lakes Health and Rehabilitation Center,305.16,2025-10-01,ORLANDO
FL,260649,Coquina Center,324.31,2025-10-01,ORMOND BEACH
FL,151697,Coral Bay at Pensacola LLC,286.05,2025-10-01,PENSACOLA
FL,323772,Coral Gables Nursing and Rehabilitation Center,317.40,2025-10-01,MIAMI
FL,282529,Coral Reef Subacute Care Center LLC,286.75,2025-10-01,MIAMI
FL,161828,Courtyards of Orlando Care Center and Rehab,299.33,2025-10-01,ORLANDO
FL,210188,Covenant Village Care Center,315.17,2025-10-01,PLANTATION
FL,325465,Creekside Health and Rehabilitation Ctr,313.41,2025-10-01,SARASOTA
FL,10453,Crescent Health and Rehabilitation Center,316.79,2025-10-01,SARASOTA
FL,44886,Crestview Rehabilitation Center,305.53,2025-10-01,CRESTVIEW
FL,173314,Cross City Nursing and Rehabilitation Center,292.85,2025-10-01,CROSS CITY
FL,217263,Crystal River Health and Rehabilitation Center,289.20,2025-10-01,CRYSTAL RIVER
FL,147948,Cypress Care Center and Rehab,323.26,2025-10-01,LAUDERDALE LAKES
FL,228940,Cypress Cove Care Center,308.88,2025-10-01,CRYSTAL RIVER
FL,122242,Cypress Village,305.46,2025-10-01,JACKSONVILLE
FL,1108468,Dade City Health and Rehabilitation Center,295.59,2025-10-01,DADE CITY
FL,317349,Darcy Hall of Life Care,304.45,2025-10-01,WEST PALM BEACH
FL,1096950,Davenport Nursing and Rehab Center,303.24,2025-10-01,DAVENPORT
FL,217743,Daytona Beach Health and Rehabilitation Center,310.06,2025-10-01,DAYTONA BEACH
FL,1059598,De Luna Health and Rehabilitation Center,318.51,2025-10-01,PENSACOLA
FL,1085662,Debary Health and Rehabilitation Center,314.62,2025-10-01,DEBARY
FL,263851,Deerfield Beach Health and Rehabilitation Center,314.94,2025-10-01,POMPANO BEACH
FL,221589,Delaney Park Health and Rehabilitation Center,308.65,2025-10-01,ORLANDO
FL,103177,Desoto Health and Rehab,320.22,2025-10-01,ARCADIA
FL,1207457,Destination Health and Rehabilitation Center,345.25,2025-10-01,DESTIN
FL,256269,Diamond Ridge Health And Rehabilitation Center,338.30,2025-10-01,LECANTO
FL,1059993,Dolphin Pointe Health Care Center,321.62,2025-10-01,JACKSONVILLE
FL,168944,Eagle Lake Nursing and Rehab Care Center,272.02,2025-10-01,HILLSBOROUGH
FL,325384,Eagleridge Health and Rehabilitation Center,315.03,2025-10-01,FORT MYERS
FL,264539,East Bay Rehabilitation Center,313.57,2025-10-01,CLEARWATER
FL,228788,East Ridge Retirement Village Inc,304.01,2025-10-01,CUTLER BAY
FL,253707,Eden Springs Nursing And Rehab Center,297.66,2025-10-01,CRAWFORDVILLE
FL,133348,Egret Cove Center,306.67,2025-10-01,ST PETERSBURG
FL,22994,Elon Manor Nursing and Rehabilitation Center,287.02,2025-10-01,NORTH MIAMI
FL,133196,Emerald Coast Center,261.24,2025-10-01,FORT WALTON BEACH
FL,47795,Emerald Nursing and Rehabilitation Center,289.85,2025-10-01,HOLLYWOOD
FL,263893,Evergreen Woods,308.40,2025-10-01,SPRING HILL
FL,147958,Excel Care Center and Rehab,310.10,2025-10-01,LAUDERDALE LAKES
FL,260690,Fairway Oaks Center,304.29,2025-10-01,TAMPA
FL,1036415,Fernandina Beach Rehabilitation and Nursing Center,307.27,2025-10-01,FERNANDINA BEACH
FL,205460,Finnish-American Village,313.24,2025-10-01,LAKE WORTH
FL,227838,First Coast Health and Rehabilitation Center,322.06,2025-10-01,JACKSONVILLE
FL,1085669,FLAGLER HEALTH AND REHABILITATION CENTER,315.97,2025-10-01,BUNNELL
FL,163903,Fort Myers Rehabilitation and Nursing Center,312.15,2025-10-01,FORT MYERS
FL,44888,Fort Walton Rehabilitation Center,296.69,2025-10-01,FORT WALTON BEACH
FL,132449,Fountain Manor Health and Rehabilitation Center,307.57,2025-10-01,NORTH MIAMI
FL,1075659,Fountains Rehabilitation at Mill Cove,325.46,2025-10-01,JACKSONVILLE
FL,250339,Fouraker Hills Rehab and Nursing Center,306.76,2025-10-01,JACKSONVILLE
FL,122239,Freedom Square Health Care Center,289.14,2025-10-01,SEMINOLE
FL,134463,Ft Lauderdale Health and Rehabilitation Center,343.30,2025-10-01,FT LAUDERDALE
FL,1108917,Gainesville Health and Rehabilitation,270.25,2025-10-01,GAINESVILLE
FL,1150765,Gandy Post-Acute and Rehabilitation Center,323.59,2025-10-01,ST PETERSBURG
FL,1096802,Garden View Health and Rehabilitation Center,307.82,2025-10-01,VERO BEACH
FL,1233843,Gardens at Terracina Health and Rehabilitation,299.09,2025-10-01,NAPLES
FL,122342,Gardens Healthcare and Rehabilitation Center,320.43,2025-10-01,DAYTONA BEACH
FL,1078766,Gardens Nursing and Rehab Center,280.49,2025-10-01,MIAMI
FL,1203517,Gateway Post-Acute and Rehabilitation Center,286.08,2025-10-01,ST PETERSBURG
FL,203203,Glades Health Care Center,321.14,2025-10-01,PAHOKEE
FL,153181,Glades West Rehabilitation and Nursing Center,354.70,2025-10-01,PEMBROKE PINES
FL,19287,Golfcrest Nursing Center,314.15,2025-10-01,HOLLYWOOD
FL,19085,Golfview Nursing Center,276.03,2025-10-01,SAINT PETERSBURG
FL,268763,Good Samaritan Center,328.85,2025-10-01,LIVE OAK
FL,205303,Good Samaritan Society-Kissimmee Village,306.25,2025-10-01,KISSIMMEE
FL,1030145,Grace Healthcare of Lake Wales,258.86,2025-10-01,
FL,324396,Graceville Health Center,288.20,2025-10-01,GRACEVILLE
FL,17242,Grand Boulevard Health and Rehabilitation Center,327.79,2025-10-01,MIRAMAR BEACH
FL,227625,Greenbriar Healthcare Rehabilitation and Nursing Center,330.73,2025-10-01,BRADENTON
FL,1108606,Greenville Nursing and Rehab Center,306.34,2025-10-01,GREENVILLE
FL,80062,Groves Center,306.60,2025-10-01,LAKE WALES
FL,201651,Guardian Care Nursing and Rehabilitation Center,286.45,2025-10-01,ORLANDO
FL,201120,Gulf Coast Village,291.77,2025-10-01,CAPE CORAL
FL,161928,Gulf Shore Care Center and Rehab,314.69,2025-10-01,SAINT PETERSBURG
FL,141512,Gulfport Nursing Center,333.61,2025-10-01,SOUTH PASADENA
FL,1108473,Gulfside Health and Rehabilitation Center,268.01,2025-10-01,CLEARWATER
FL,1036390,Haines City Rehabilitation and Nursing Center,300.31,2025-10-01,HAINES CITY
FL,259586,Hamlin Place of Boynton Beach,286.85,2025-10-01,LANTANA
FL,324027,Hampton Court Nursing and Rehabilitation Center,353.47,2025-10-01,NORTH MIAMI BEACH
FL,80387,Harborview Health Center Kissimmee,271.65,2025-10-01,KISSIMMEE
FL,80394,Harborview Health Center Melbourne,300.64,2025-10-01,MELBOURNE
FL,122229,Harbour Health Center,288.04,2025-10-01,PORT CHARLOTTE
FL,216399,Harbours Edge,321.99,2025-10-01,DELRAY BEACH
FL,1154556,Harbourwood Health and Rehabilitation Center of DeLand,288.16,2025-10-01,DAYTONA BEACH
FL,1031622,Harmony Health Center,311.83,2025-10-01,MIAMI
FL,43865,Harts Harbor Health Care Center,291.34,2025-10-01,PORT CHARLOTTE
FL,258831,Haven of Our Lady of Peace,316.04,2025-10-01,
FL,1122901,Hawthorne Center for Rehabilitation and Healing of Brandon,330.14,2025-10-01,BRANDON
FL,1098770,Hawthorne Center for Rehabilitation and Healing of Ocala,334.83,2025-10-01,BRANDON
FL,1121563,Hawthorne Center for Rehabilitation and Healing of Sarasota,339.90,2025-10-01,SARASOTA
FL,48441,Health Central Park,281.56,2025-10-01,WINTER GARDEN
FL,263931,Healthcare and Rehabilitation of Sanford,270.79,2025-10-01,SANFORD
FL,210587,Healthpark Care Center,339.08,2025-10-01,FORT MYERS
FL,325309,Heartland Nursing and Rehab Center,317.87,2025-10-01,BOYNTON BEACH
FL,228591,Heather Hill Healthcare Center,304.43,2025-10-01,NEW PORT RICHEY
FL,324345,Heritage Park Nursing Center,308.97,2025-10-01,JACKSONVILLE
FL,250988,Hialeah Shores Nursing and Rehab Center,324.49,2025-10-01,MIAMI
FL,1152686,Hidden Lakes Senior Living Community,300.02,2025-10-01,VERO BEACH
FL,263907,Highland Pines Rehabilitation Center,273.75,2025-10-01,CLEARWATER
FL,260576,Highlands Lake Center,305.81,2025-10-01,LAKELAND
FL,325708,Hillside Health and Rehabilitation Center,301.37,2025-10-01,ZEPHYRHILLS
FL,46017,Homestead Manor a Palace Community,317.54,2025-10-01,HOMESTEAD
FL,263605,Hunters Creek Nursing And Rehab Center,333.80,2025-10-01,ORLANDO
FL,1078899,Indian Beach Nursing and Rehab Center,316.48,2025-10-01,SARASOTA
FL,260665,Indian River Center,302.43,2025-10-01,WEST MELBOURNE
FL,258750,Indigo Manor,315.64,2025-10-01,DAYTONA BEACH
FL,228621,Inn at Sarasota Bay Club,301.49,2025-10-01,SARASOTA
FL,260657,Island Lake Center,312.79,2025-10-01,LONGWOOD
FL,122343,Isle Healthcare and Rehabilitation Center LLC,338.15,2025-10-01,ORANGE PARK
FL,325376,Isles of Boynton Nursing and Rehab Center,319.20,2025-10-01,BOYNTON BEACH
FL,253723,Jackson Gardens Health and Rehabilitation Center,348.74,2025-10-01,MIAMI
FL,1054508,Jacksonville Center for Rehabilitation and Healthcare,279.74,2025-10-01,JACKSONVILLE
FL,263494,Jacksonville Nursing And Rehab Center,294.88,2025-10-01,JACKSONVILLE
FL,203769,John Knox Village of Pompano Beach,291.89,2025-10-01,POMPANO BEACH
FL,166176,Jupiter Rehabilitation and Healthcare Center,314.69,2025-10-01,JUPITER
FL,1021302,Kendall Lakes Healthcare and Rehab Center,369.50,2025-10-01,MIAMI
FL,250330,Kensington Gardens Rehab and Nursing Center,300.99,2025-10-01,CLEARWATER
FL,189252,KR at College Harbor,309.81,2025-10-01,ST PETERSBURG
FL,32486,Lady Lake Specialty Care Center and Rehab,302.04,2025-10-01,LADY LAKE
FL,173398,Lafayette Nursing and Rehabilitation Center,305.97,2025-10-01,MAYO
FL,248829,Lake Bennet Center for Rehabilitation and Healing,330.68,2025-10-01,OCOEE
FL,1045184,Lake City Healthcare and Rehabilitation Center,324.36,2025-10-01,LAKE CITY
FL,1126367,Lake Haven Nursing and Rehab Center,291.62,2025-10-01,DUNEDIN
FL,251399,Lake Mariam Health and Rehabilitation Center,311.19,2025-10-01,WINTER HAVEN
FL,261629,Lake Montgomery Health and Rehabilitation Center,282.02,2025-10-01,LAKE CITY
FL,173399,Lake Park of Madison Nursing and Rehabilitation Center,300.81,2025-10-01,MADISON
FL,1085905,Lake Placid Health and Rehabilitation Center,310.47,2025-10-01,LAKE PLACID
FL,122243,Lake Port Square Health Center,298.59,2025-10-01,LEESBURG
FL,266124,Lake Worth Rehabilitation Center,314.53,2025-10-01,LAKE WORTH
FL,80068,Lakeland Hills Center,272.00,2025-10-01,LAKELAND
FL,157225,Lakeland Nursing and Rehabilitation,301.49,2025-10-01,BRADENTON
FL,1085192,Lakes at Lutz Health and Rehabilitation Center,310.51,2025-10-01,LUTZ
FL,256757,Lakeside Center for Rehabilitation and Healing,315.65,2025-10-01,JACKSONVILLE
FL,207683,Lakeside Health Center,323.86,2025-10-01,WEST PALM BEACH
FL,191618,Lakeview Terrace Rehabilitation and Health Care Center,318.98,2025-10-01,ALTOONA
FL,1015069,Lanier Rehabilitation Center,312.98,2025-10-01,JACKSONVILLE
FL,229202,Larsen Health Center,268.34,2025-10-01,FORT MYERS
FL,1160111,Laurellwood Post-Acute and Rehabilitation Center,311.33,2025-10-01,ST PETERSBURG
FL,320978,Lehigh Acres Healthcare & Rehabilitation Center,320.98,2025-10-01,LEHIGH ACRES
FL,32553,Lexington Healthcare and Rehabilitation Center,317.23,2025-10-01,ST PETERSBURG
FL,259080,Life Care Center at Inverrary,351.45,2025-10-01,LAUDERHILL
FL,213161,Life Care Center at Wells Crossing,324.77,2025-10-01,ORANGE PARK
FL,210137,Life Care Center of Altamonte Springs,292.02,2025-10-01,ALTAMONTE SPRINGS
FL,157860,Life Care Center of Citrus County,321.62,2025-10-01,LECANTO
FL,265381,Life Care Center of Estero,331.53,2025-10-01,ESTERO
FL,200714,Life Care Center of Hilliard,311.57,2025-10-01,HILLIARD
FL,283193,Life Care Center of Jacksonville,328.03,2025-10-01,JACKSONVILLE
FL,228338,Life Care Center of Melbourne,312.93,2025-10-01,MELBOURNE
FL,259357,Life Care Center of New Port Richey,327.46,2025-10-01,NEW PORT RICHEY
FL,266108,Life Care Center of Ocala,325.95,2025-10-01,OCALA
FL,284289,Life Care Center of Orange Park,316.33,2025-10-01,ORANGE PARK
FL,213403,Life Care Center of Orlando,326.80,2025-10-01,ORLANDO
FL,268186,Life Care Center of Palm Bay,321.44,2025-10-01,PALM BAY
FL,315664,Life Care Center of Pensacola,339.69,2025-10-01,PENSACOLA
FL,204305,Life Care Center of Port St. Lucie,321.69,2025-10-01,PORT ST LUCIE
FL,311685,Life Care Center of Punta Gorda,324.20,2025-10-01,PUNTA GORDA
FL,170521,Life Care Center of Sarasota,332.67,2025-10-01,SARASOTA
FL,219380,Life Care Center of Winter Haven,327.15,2025-10-01,WINTER HAVEN
FL,43846,Lotus Nursing and Rehabilitation Center,284.83,2025-10-01,ORLANDO
FL,205923,"Lourdes-Noreen Mckeen Residence for Geriatric Care, Inc.",334.36,2025-10-01,WEST PALM BEACH
FL,263516,MacClenny Nursing and Rehab Center,308.74,2025-10-01,MACCLENNY
FL,213462,Madison Health and Rehabilitation Center,324.97,2025-10-01,MADISON
FL,161896,Madison Pointe Care Center and Rehab,319.26,2025-10-01,SAINT PETERSBURG
FL,1124247,Magnolia Ridge Health and Rehabilitation Center,329.89,2025-10-01,GAINESVILLE
FL,269000,Majestic Oaks,306.52,2025-10-01,ORANGE CITY
FL,202028,Manatee Springs Rehabilitation and Nursing Center,322.71,2025-10-01,BRADENTON
FL,17222,Margate Health and Rehabilitation Center,335.27,2025-10-01,MARGATE
FL,324426,Marianna Nursing and Care Center,319.21,2025-10-01,MARIANNA
FL,208442,Marion and Bernard L. Samson Nursing Center,284.36,2025-10-01,ST PETERSBURG
FL,148040,Martin Coast Center for Rehabilitation and Healthcare,297.70,2025-10-01,HOBE SOUND
FL,325686,Meadowpark Heath and Rehabilitation Center,316.11,2025-10-01,DUNEDIN
FL,263524,Medicana Nursing and Rehab Center,298.90,2025-10-01,LAKE WORTH
FL,264547,Melbourne Terrace Rehabilitation Center,310.86,2025-10-01,MELBOURNE
FL,229628,Menorah House,285.02,2025-10-01,BOCA RATON
FL,263541,Metrowest Nursing And Rehab Center,310.02,2025-10-01,ORLANDO
FL,200506,"Miami Jewish Health Systems, Inc.",322.89,2025-10-01,MIAMI
FL,214035,Miami Shores Nursing and Rehab Center,315.88,2025-10-01,MIAMI
