state,facility_name,state_facility_id,daily_rate,effective_date,source_file
IN,Aperion Care Kokomo,100274850,296.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Lincoln,100289580,360.14,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Marion,201136580,297.42,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Monroe,100290620,377.98,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Peru,300059089,330.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Summerfield,100291250,290.83,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Tolleston Park,200064830,276.37,2025-07-01,IN_2025-07_rates.xlsx
IN,Aperion Care Vincennes,100291500,279.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Allisonville Meadows,201014060,310.09,2025-07-01,IN_2025-07_rates.xlsx
IN,American Village,100267330,324.09,2025-07-01,IN_2025-07_rates.xlsx
IN,Arbor Grove Village,100287200,297.33,2025-07-01,IN_2025-07_rates.xlsx
IN,Autumn Ridge Rehabilitation Centre,100289570,302.5,2025-07-01,IN_2025-07_rates.xlsx
IN,Avalon Village,100267210,297.99,2025-07-01,IN_2025-07_rates.xlsx
IN,Beech Grove Meadows,100275200,277.31,2025-07-01,IN_2025-07_rates.xlsx
IN,Ben Hur Health & Rehabilitation,100275290,293.72,2025-07-01,IN_2025-07_rates.xlsx
IN,Bethany Village,100266940,290.95,2025-07-01,IN_2025-07_rates.xlsx
IN,Bethlehem Woods Nursing & Rehab,100267820,303.15,2025-07-01,IN_2025-07_rates.xlsx
IN,Betz Nursing Home,100273860,290.16,2025-07-01,IN_2025-07_rates.xlsx
IN,Brownsburg Meadows,200851590,322.95,2025-07-01,IN_2025-07_rates.xlsx
IN,Canterbury Nursing & Rehabilitation Center,100290930,317.61,2025-07-01,IN_2025-07_rates.xlsx
IN,Cardinal Nursing & Rehabilitation Center,100275330,279.46,2025-07-01,IN_2025-07_rates.xlsx
IN,Clark Rehabilitation & Skilled Nursing,100266560,290.65,2025-07-01,IN_2025-07_rates.xlsx
IN,Clinton Gardens,100285040,279.41,2025-07-01,IN_2025-07_rates.xlsx
IN,Columbia Healthcare Center,100266780,286.83,2025-07-01,IN_2025-07_rates.xlsx
IN,Community Nursing & Rehabilitation Center,100274900,274.45,2025-07-01,IN_2025-07_rates.xlsx
IN,Countryside Meadows,201028420,315.85,2025-07-01,IN_2025-07_rates.xlsx
IN,Coventry Meadows,200814400,303.01,2025-07-01,IN_2025-07_rates.xlsx
IN,Creekside Village,201002500,307.79,2025-07-01,IN_2025-07_rates.xlsx
IN,Cypress Grove Rehabilitation Center,100290920,303.38,2025-07-01,IN_2025-07_rates.xlsx
IN,Danville Regional Rehabilitation Center,100266570,299.68,2025-07-01,IN_2025-07_rates.xlsx
IN,Eagle Valley Meadows,100266310,290.79,2025-07-01,IN_2025-07_rates.xlsx
IN,East Lake Nursing & Rehabilitation Center,100267100,298.15,2025-07-01,IN_2025-07_rates.xlsx
IN,Eastgate Manor Nursing & Rehabilitation,100289090,284.99,2025-07-01,IN_2025-07_rates.xlsx
IN,Edgewater Woods,100274820,297.22,2025-07-01,IN_2025-07_rates.xlsx
IN,Elkhart Meadows,100289830,312.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Fairway Village,100266630,325.47,2025-07-01,IN_2025-07_rates.xlsx
IN,Forest Creek Village,100275110,289.58,2025-07-01,IN_2025-07_rates.xlsx
IN,Franklin Meadows,100289890,304.73,2025-07-01,IN_2025-07_rates.xlsx
IN,Glenbrook Rehab & Skilled Nursing,100266090,309.99,2025-07-01,IN_2025-07_rates.xlsx
IN,Good Samaritan Home & Rehabilitative Center,100273920,311.56,2025-07-01,IN_2025-07_rates.xlsx
IN,Greenwood Meadows,201018510,322.0,2025-07-01,IN_2025-07_rates.xlsx
IN,Harcourt Terrace Nursing & Rehab,100266190,320.7,2025-07-01,IN_2025-07_rates.xlsx
IN,Harrison Terrace,100291310,313.07,2025-07-01,IN_2025-07_rates.xlsx
IN,Heritage House Rehabilitation & Health Care,100267670,286.89,2025-07-01,IN_2025-07_rates.xlsx
IN,Heritage Park,100274830,314.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Columbus,100290690,308.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Connersville,100286530,276.88,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Crawfordsville,100267230,288.61,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Franklin,100290720,316.86,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Greensburg,100288790,300.49,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Huntington,100288320,303.24,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Madison,100288390,274.23,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at New Castle,100286550,319.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Peru,100290540,306.72,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Rochester,100290770,314.81,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Scottsburg,100288340,280.26,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Sunset,100274870,290.46,2025-07-01,IN_2025-07_rates.xlsx
IN,Hickory Creek at Winamac,100288550,308.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Hillcrest Village,100271120,296.72,2025-07-01,IN_2025-07_rates.xlsx
IN,Lake Pointe Village,100267020,293.45,2025-07-01,IN_2025-07_rates.xlsx
IN,Lowell Healthcare,100266340,298.17,2025-07-01,IN_2025-07_rates.xlsx
IN,Maple Park Village,100266390,327.14,2025-07-01,IN_2025-07_rates.xlsx
IN,Markle Health & Rehabilitation,100267340,301.32,2025-07-01,IN_2025-07_rates.xlsx
IN,Meadow Lakes,200809750,302.09,2025-07-01,IN_2025-07_rates.xlsx
IN,Meadow View Health and Rehabilitation,100274800,305.81,2025-07-01,IN_2025-07_rates.xlsx
IN,Monticello Healthcare,100287440,279.09,2025-07-01,IN_2025-07_rates.xlsx
IN,Mount Vernon Nursing and Rehabilitation,100273490,325.5,2025-07-01,IN_2025-07_rates.xlsx
IN,North Capitol Nursing & Rehabilitation Center,100274910,359.35,2025-07-01,IN_2025-07_rates.xlsx
IN,North Park Nursing Center,100288980,307.24,2025-07-01,IN_2025-07_rates.xlsx
IN,North Woods Village,100288770,284.87,2025-07-01,IN_2025-07_rates.xlsx
IN,Park Terrace Village,100267620,300.98,2025-07-01,IN_2025-07_rates.xlsx
IN,Prairie Village Nursing & Rehabilitation,100286510,339.78,2025-07-01,IN_2025-07_rates.xlsx
IN,Riverside Village,200364160,293.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Riverview Village,100289640,288.37,2025-07-01,IN_2025-07_rates.xlsx
IN,Riverwalk Village,100274940,291.07,2025-07-01,IN_2025-07_rates.xlsx
IN,Rosebud Village,100266820,291.22,2025-07-01,IN_2025-07_rates.xlsx
IN,Rosegate Village,200829340,287.14,2025-07-01,IN_2025-07_rates.xlsx
IN,Rosewalk Village at Indianapolis,100274950,291.58,2025-07-01,IN_2025-07_rates.xlsx
IN,Rosewalk Village at Lafayette,100275490,291.17,2025-07-01,IN_2025-07_rates.xlsx
IN,Salem Crossing,100267680,283.19,2025-07-01,IN_2025-07_rates.xlsx
IN,Seymour Crossing,100274710,275.33,2025-07-01,IN_2025-07_rates.xlsx
IN,Spring Mill Meadows,100290050,297.06,2025-07-01,IN_2025-07_rates.xlsx
IN,Springhill Village,200958030,273.45,2025-07-01,IN_2025-07_rates.xlsx
IN,Springs Valley Meadows,100287850,296.74,2025-07-01,IN_2025-07_rates.xlsx
IN,Stonebrooke Rehabilitation Center,100289330,306.59,2025-07-01,IN_2025-07_rates.xlsx
IN,Summit City Nursing & Rehabilitation,100266160,360.98,2025-07-01,IN_2025-07_rates.xlsx
IN,Swiss Villa Nursing and Rehabilitation,100291450,273.59,2025-07-01,IN_2025-07_rates.xlsx
IN,The Timbers of Jasper,100274210,291.91,2025-07-01,IN_2025-07_rates.xlsx
IN,Todd Dickey Nursing and Rehabilitation,100291320,310.91,2025-07-01,IN_2025-07_rates.xlsx
IN,Trailpoint Village,100291540,351.43,2025-07-01,IN_2025-07_rates.xlsx
IN,University Nursing Center,100290330,283.07,2025-07-01,IN_2025-07_rates.xlsx
IN,Valparaiso Care & Rehabilitation,100289670,339.39,2025-07-01,IN_2025-07_rates.xlsx
IN,Washington Health Care Center,100289340,279.48,2025-07-01,IN_2025-07_rates.xlsx
IN,Waters Edge Village,100266100,296.35,2025-07-01,IN_2025-07_rates.xlsx
IN,West Bend Nursing & Rehabilitation,100275420,284.17,2025-07-01,IN_2025-07_rates.xlsx
IN,Westview Nursing & Rehabilitation Center,100266600,306.81,2025-07-01,IN_2025-07_rates.xlsx
IN,Williamsport Nursing & Rehabilitation,100290350,259.32,2025-07-01,IN_2025-07_rates.xlsx
IN,Willowdale Village,100266270,336.38,2025-07-01,IN_2025-07_rates.xlsx
IN,Zionsville Meadows,100267290,284.5,2025-07-01,IN_2025-07_rates.xlsx
IN,Ascension Living Sacred Heart Village,100290810,305.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Westminster Village Kentuckiana,100266130,332.72,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Bloomington Care Center,100289860,282.05,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Brandywine Care Center,100266170,286.69,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Brentwood Care Center,100267510,305.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Brookview Care Center,100266150,317.77,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Churchman Care Center,100266210,311.53,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Elkhart Care Center,100275130,318.41,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Fountainview Care Center,100290310,286.13,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Golden Rule Care Center,100288220,270.01,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Knox Care Center,100289260,321.59,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Laporte Care Center,100289400,297.84,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Lincoln Hills Care Center,100275100,272.71,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Merrillville Care Center,100266660,286.68,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Muncie Care Center,100290970,322.16,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Petersburg Care Center,100266280,301.29,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Portage Care Center,100290980,284.34,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Richmond Care Center,100266490,334.66,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Sycamore Village Care Center,100289160,286.23,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Terrace Care Center,100288620,273.03,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Twelfth Street Care Center,100291400,283.75,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Valparaiso Care Center,100271400,285.08,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Willow Springs Care Center,100272170,294.39,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Woodbridge Care Center,100274170,338.0,2025-07-01,IN_2025-07_rates.xlsx
IN,Brickyard Healthcare - Woodlands Care Center,100266830,302.55,2025-07-01,IN_2025-07_rates.xlsx
IN,Altenheim Health & Living Community,100290000,306.53,2025-07-01,IN_2025-07_rates.xlsx
IN,Arbor Trace Health & Living,100291010,298.27,2025-07-01,IN_2025-07_rates.xlsx
IN,Aspen Trace Health & Living Community,201221460,344.57,2025-07-01,IN_2025-07_rates.xlsx
IN,Bell Trace Health and Living Center,201224380,347.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Brookside Village,201274720,361.15,2025-07-01,IN_2025-07_rates.xlsx
IN,Brown County Health & Living Community,100290880,278.18,2025-07-01,IN_2025-07_rates.xlsx
IN,Carmel Health & Living Community,100290490,332.6,2025-07-01,IN_2025-07_rates.xlsx
IN,Copper Trace Health & Living Community,201341880,331.71,2025-07-01,IN_2025-07_rates.xlsx
IN,Countryside Manor Health & Living Community,100267190,286.41,2025-07-01,IN_2025-07_rates.xlsx
IN,Cumberland Trace Health & Living Community,201293440,324.79,2025-07-01,IN_2025-07_rates.xlsx
IN,Greenwood Health and Living Community,100266620,301.56,2025-07-01,IN_2025-07_rates.xlsx
IN,Hamilton Trace of Fishers,201046710,340.19,2025-07-01,IN_2025-07_rates.xlsx
IN,Harbour Manor Health & Living Community,100267400,314.42,2025-07-01,IN_2025-07_rates.xlsx
IN,Lincoln Hills of New Albany,100286130,345.45,2025-07-01,IN_2025-07_rates.xlsx
IN,Morristown Manor,100291030,309.35,2025-07-01,IN_2025-07_rates.xlsx
IN,Paoli Health & Living Community,100267730,250.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Rawlins House Health & Living Community,100291470,306.56,2025-07-01,IN_2025-07_rates.xlsx
IN,The Terrace at Solarbron,201274710,315.1,2025-07-01,IN_2025-07_rates.xlsx
IN,University Heights Health & Living Community,100267650,302.96,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's at Oak Pointe,100288410,322.69,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Health & Rehab by Miller Merry,100267790,308.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Culver,100291210,317.88,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Garrett,100266120,308.0,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Hope,100291000,294.37,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Indianapolis East,100266220,305.14,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Logansport,100266960,294.08,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Marion,100287760,273.15,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Mooresville,100291110,313.37,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - New Carlisle,100267110,339.76,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Plymouth,100275400,316.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Portage,100267390,317.88,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Walkerton,100290380,274.53,2025-07-01,IN_2025-07_rates.xlsx
IN,Miller's Merry Manor - Warsaw,100273830,316.78,2025-07-01,IN_2025-07_rates.xlsx
IN,Brookside Care Strategies,100285520,320.83,2025-07-01,IN_2025-07_rates.xlsx
IN,Cardinal Care Strategies,100267720,272.79,2025-07-01,IN_2025-07_rates.xlsx
IN,Gentle Care Strategies,100291370,292.9,2025-07-01,IN_2025-07_rates.xlsx
IN,Poplar Care Strategies,100266920,302.47,2025-07-01,IN_2025-07_rates.xlsx
IN,Sycamore Care Strategies,100289550,265.7,2025-07-01,IN_2025-07_rates.xlsx
IN,Casa of Hobart,300038299,272.83,2025-07-01,IN_2025-07_rates.xlsx
IN,Dyer Nursing and Rehabilitation Center,100266740,303.16,2025-07-01,IN_2025-07_rates.xlsx
IN,Harbor Health & Rehab,100267410,262.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Lincolnshire Health & Rehab Center,100266950,281.85,2025-07-01,IN_2025-07_rates.xlsx
IN,Munster Med-Inn,100289450,283.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Spring Mill Health Campus,300036555,325.13,2025-07-01,IN_2025-07_rates.xlsx
IN,Beaumont Rehabilitation and Healthcare Center,100270840,293.3,2025-07-01,IN_2025-07_rates.xlsx
IN,Chalet Rehabilitation and Healthcare Center,100266850,326.28,2025-07-01,IN_2025-07_rates.xlsx
IN,Chateau Rehabilitation and Healthcare Center,100266910,320.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Clinton House Rehab and Healthcare Center,100291120,278.3,2025-07-01,IN_2025-07_rates.xlsx
IN,Lakeland Rehabilitation and Healthcare Center,100290510,334.06,2025-07-01,IN_2025-07_rates.xlsx
IN,McCormick's Creek Rehabilitation and Healthcare Center,200197620,312.0,2025-07-01,IN_2025-07_rates.xlsx
IN,Owen Valley Rehabilitation and Healthcare Center,200229560,313.28,2025-07-01,IN_2025-07_rates.xlsx
IN,University Park Rehabilitation and Healthcare Center,100289700,318.93,2025-07-01,IN_2025-07_rates.xlsx
IN,Waldron Rehabilitation and Healthcare Center,100290450,297.74,2025-07-01,IN_2025-07_rates.xlsx
IN,Crown Point Christian Village,100471000,268.48,2025-07-01,IN_2025-07_rates.xlsx
IN,Hoosier Christian Village,100290530,271.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Allison Pointe Healthcare Center,100267130,338.97,2025-07-01,IN_2025-07_rates.xlsx
IN,Bridgewater Healthcare Center,201023760,323.48,2025-07-01,IN_2025-07_rates.xlsx
IN,Caroleton Healthcare Center,100266550,300.34,2025-07-01,IN_2025-07_rates.xlsx
IN,Evergreen Crossing and the Lofts,201270670,316.42,2025-07-01,IN_2025-07_rates.xlsx
IN,Great Lakes Healthcare Center,100266720,293.62,2025-07-01,IN_2025-07_rates.xlsx
IN,Greenfield Healthcare Center,100291140,303.39,2025-07-01,IN_2025-07_rates.xlsx
IN,Greenwood Healthcare Center,100291290,368.07,2025-07-01,IN_2025-07_rates.xlsx
IN,Harrison Healthcare Center,200204440,299.48,2025-07-01,IN_2025-07_rates.xlsx
IN,Hawthorne Healthcare Center,200983560,293.05,2025-07-01,IN_2025-07_rates.xlsx
IN,Indian Creek Healthcare Center,100284940,307.42,2025-07-01,IN_2025-07_rates.xlsx
IN,Kokomo Healthcare Center,100291430,275.3,2025-07-01,IN_2025-07_rates.xlsx
IN,Rolling Hills Healthcare Center,100266970,312.11,2025-07-01,IN_2025-07_rates.xlsx
IN,Sellersburg Healthcare Center,200221040,359.14,2025-07-01,IN_2025-07_rates.xlsx
IN,Southpointe Healthcare Center,300029591,310.06,2025-07-01,IN_2025-07_rates.xlsx
IN,Southwood Healthcare Center,100285610,265.41,2025-07-01,IN_2025-07_rates.xlsx
IN,Valley View Healthcare Center,100266930,295.48,2025-07-01,IN_2025-07_rates.xlsx
IN,Wedgewood Healthcare Center,100267080,300.5,2025-07-01,IN_2025-07_rates.xlsx
IN,Wildwood Healthcare Center,100267520,301.33,2025-07-01,IN_2025-07_rates.xlsx
IN,Elwood Health and Living,100289060,311.43,2025-07-01,IN_2025-07_rates.xlsx
IN,Northview Health and Living,100267150,324.59,2025-07-01,IN_2025-07_rates.xlsx
IN,Summit Health and Living,100288730,342.46,2025-07-01,IN_2025-07_rates.xlsx
IN,Serenity Spring Senior Living at Jasonville,100367980,296.17,2025-07-01,IN_2025-07_rates.xlsx
IN,Serenity Spring Senior Living at Northwood,100274190,283.56,2025-07-01,IN_2025-07_rates.xlsx
IN,Core of Bedford,100290790,239.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Core of Dale,100287490,285.01,2025-07-01,IN_2025-07_rates.xlsx
IN,Brownsburg Health Care Center,100287670,299.28,2025-07-01,IN_2025-07_rates.xlsx
IN,Castleton Health Care Center,100266840,321.1,2025-07-01,IN_2025-07_rates.xlsx
IN,Plainfield Health Care Center,100290940,315.56,2025-07-01,IN_2025-07_rates.xlsx
IN,Celebrate Senior Living of Fort Wayne,100291490,264.46,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Anderson,100266180,311.91,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Beech Grove,100274990,315.17,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Berne,100267370,322.08,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Evansville,100275070,298.73,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Hartford City,100379970,314.88,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Huntington,100267660,333.6,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Indianapolis,100273330,313.93,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Lawrenceburg,100274510,350.74,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of River City,100273770,339.95,2025-07-01,IN_2025-07_rates.xlsx
IN,Envive of Sullivan,100267010,281.14,2025-07-01,IN_2025-07_rates.xlsx
IN,University Place Health Center & Assisted Living,200450890,251.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Golden Years Homestead,100287520,310.68,2025-07-01,IN_2025-07_rates.xlsx
IN,Greencroft Healthcare,100288710,306.82,2025-07-01,IN_2025-07_rates.xlsx
IN,Hamilton Grove,100275150,302.44,2025-07-01,IN_2025-07_rates.xlsx
IN,Oak Grove Christian Retirement Village,200236630,305.83,2025-07-01,IN_2025-07_rates.xlsx
IN,Southfield Village,200315930,306.5,2025-07-01,IN_2025-07_rates.xlsx
IN,The Heritage Center,100290960,316.01,2025-07-01,IN_2025-07_rates.xlsx
IN,Hutsonwood at Brazil,100266800,285.75,2025-07-01,IN_2025-07_rates.xlsx
IN,Richland Bean Blossom Health Care Center,100267550,316.87,2025-07-01,IN_2025-07_rates.xlsx
IN,Vernon Health & Rehabilitation,100271660,331.6,2025-07-01,IN_2025-07_rates.xlsx
IN,Ignite Medical Resort Chesterton,201352370,267.96,2025-07-01,IN_2025-07_rates.xlsx
